Inquiry_ID,Date,Channel,Category,Department,Root_Cause,Urgency,Response_Hours,Resolution_Hours,Status,CSAT,Repeat_Contact,Current_State_Misrouted,Inquiry_Text
GGU-SIM-01249,15-06-2026,Email,Registration / Records,Registrar's Office,Course availability,Normal,9.5,25.2,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-01250,09-11-2025,Email,International Student Support,International Student Support,Enrollment/status question,Normal,14.3,18,Resolved,4,0,0,I need support with an international student enrollment/status question.
GGU-SIM-01251,18-04-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,Normal,7.6,24.8,Resolved,4,1,1,Can someone review my path to completion before I register for the next term?
GGU-SIM-01252,16-11-2025,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,1.4,16.3,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-01253,30-06-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,9.7,21.5,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-01254,27-09-2025,Email,Career Services,Career Services,Career appointment,Medium,3.8,5.5,Resolved,4,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-01255,10-06-2026,Email,IT / Course Access,IT Help Desk,Login/authentication issue,Medium,6.2,69,Resolved,4,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts tomorrow.
GGU-SIM-01256,23-08-2026,Phone (logged),Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Normal,24.2,42.6,Resolved,3,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-01257,10-06-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,9.3,35.8,Resolved,5,1,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-01258,29-10-2025,Email,Academic Advising,Academic Advising,Degree plan clarification,Medium,4.6,33.6,Resolved,5,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-01259,07-09-2025,Web Chat,IT / Course Access,IT Help Desk,myGGU portal issue,High,6.6,26.1,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts before the deadline.
GGU-SIM-01260,25-10-2025,Phone (logged),International Student Support,International Student Support,International student resource,Medium,5.5,37.1,Resolved,5,1,1,I have a question about my student status documentation and an upcoming deadline today.
GGU-SIM-01261,18-08-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Brightspace/course access,Medium,5.2,13.9,Resolved,3,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts tomorrow.
GGU-SIM-01262,28-08-2026,Email,Academic Advising,Academic Advising,Course selection,Normal,11.1,30.9,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-01263,13-01-2026,Phone (logged),Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,Normal,7.5,35.4,Resolved,4,1,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-01264,23-07-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Account provisioning delay,Medium,0.9,4,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-01265,16-08-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,High,1.6,43.4,Open,,0,0,I submitted financial aid documents and want to know if anything else is needed this week.
GGU-SIM-01266,11-10-2025,Phone (logged),International Student Support,International Student Support,Enrollment/status question,Normal,1.2,66,Resolved,4,0,0,I have a question about my student status documentation and an upcoming deadline today.
GGU-SIM-01267,11-02-2026,Email,Academic Advising,Academic Advising,Concentration change,Medium,2,6.6,Resolved,4,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-01268,20-08-2026,Web Chat,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,22.6,30,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-01269,18-11-2025,Email,Academic Advising,Academic Advising,Course selection,Normal,4.9,15,Resolved,5,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-01270,11-04-2026,myGGU/Portal,Registration / Records,Registrar's Office,Prerequisite/registration hold,Medium,0.5,13.9,Resolved,5,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-01271,09-06-2026,Phone (logged),IT / Course Access,IT Help Desk,myGGU portal issue,Normal,12.3,17.3,Resolved,4,0,0,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-01272,25-10-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,Medium,2.7,12.6,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-01273,21-07-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,Medium,6.8,13.3,Resolved,5,1,0,I need help finding the right student service for my situation.
GGU-SIM-01274,05-11-2025,Email,International Student Support,International Student Support,CPT/OPT information,High,1,34.7,Resolved,3,0,0,I need support with an international student enrollment/status question.
GGU-SIM-01275,08-02-2026,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Medium,12.4,37.2,Resolved,3,1,0,I need an enrollment verification document for an external requirement.
GGU-SIM-01276,27-12-2025,Web Chat,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,4,21.4,Resolved,3,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-01277,15-11-2025,Email,Registration / Records,Registrar's Office,Course availability,Normal,1.6,46.1,Resolved,5,0,0,I need help adding a course before the deadline this week. Which office should handle this?
GGU-SIM-01278,08-12-2025,Web Chat,Registration / Records,Registrar's Office,Transcript/record request,Medium,5.3,47.3,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-01279,14-11-2025,Phone (logged),Academic Advising,Academic Advising,Policy/requirement clarification,Normal,14,33.1,Resolved,3,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-01280,01-11-2025,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Normal,21.1,32.1,Resolved,5,0,0,I submitted financial aid documents and want to know if anything else is needed today.
GGU-SIM-01281,14-12-2025,Web Chat,Registration / Records,Registrar's Office,Prerequisite/registration hold,High,4.7,8.8,Resolved,3,0,0,I need help adding a course before the deadline this week. Which office should handle this?
GGU-SIM-01282,17-04-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,General student-services routing,Normal,11.3,20,Resolved,5,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-01283,23-11-2025,Email,Academic Advising,Academic Advising,Graduation planning,Medium,5.9,49,Resolved,3,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-01284,09-06-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Medium,12.9,44.8,Resolved,4,1,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-01285,20-05-2026,Phone (logged),Academic Advising,Academic Advising,Degree plan clarification,High,0.3,11.2,Open,,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-01286,04-03-2026,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,Normal,14.9,86.8,Resolved,5,0,0,I need help adding a course before the deadline this week. Which office should handle this?
GGU-SIM-01287,19-11-2025,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Medium,5.2,9.8,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-01288,27-09-2025,Email,Academic Advising,Academic Advising,Course selection,High,8.2,15.4,Resolved,4,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-01289,18-03-2026,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Normal,7.1,27.8,Resolved,4,0,1,I need an enrollment verification document for an external requirement.
GGU-SIM-01290,26-06-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,9.6,30.9,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-01291,19-07-2026,Email,Academic Advising,Academic Advising,Graduation planning,Normal,5,81.8,Resolved,4,1,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-01292,12-01-2026,Email,Registration / Records,Registrar's Office,Enrollment verification,Medium,1.5,32.5,Resolved,5,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-01293,18-03-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,Normal,7.1,18,Resolved,5,0,0,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-01294,26-04-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,0.6,25.7,Open,,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-01295,18-03-2026,Phone (logged),Accessibility / Other Support,Student Services / Accessible Education,Wellness/resource question,Medium,2.1,47.4,Resolved,5,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-01296,06-01-2026,Phone (logged),Career Services,Career Services,Resume/interview support,Normal,20.2,46,Resolved,4,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-01297,15-03-2026,Web Chat,Registration / Records,Registrar's Office,Course availability,High,3.6,32.6,Resolved,5,1,0,I need help adding a course before the deadline tomorrow. Which office should handle this?
GGU-SIM-01298,02-04-2026,Web Chat,IT / Course Access,IT Help Desk,Login/authentication issue,Medium,1.9,27.4,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts this week.
GGU-SIM-01299,23-07-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Login/authentication issue,High,1.1,5.4,Resolved,5,0,0,My myGGU login is not working and I need to check my registration soon.
GGU-SIM-01300,17-01-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,High,1.8,15.9,Resolved,4,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-01301,10-04-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,1.3,38,Resolved,4,1,0,My myGGU login is not working and I need to check my registration soon.
GGU-SIM-01302,04-05-2026,Phone (logged),Registration / Records,Registrar's Office,Prerequisite/registration hold,Normal,9,18.8,Resolved,4,0,0,I need help adding a course before the deadline this week. Which office should handle this?
GGU-SIM-01303,16-06-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,10.6,27.2,Resolved,5,0,1,The course is showing on my schedule but not in the online classroom.
GGU-SIM-01304,06-06-2026,myGGU/Portal,International Student Support,International Student Support,Travel/signature timing,Normal,6.4,34.3,Resolved,3,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-01305,25-02-2026,Email,Registration / Records,Registrar's Office,Transcript/record request,Medium,3.2,14.4,Resolved,4,1,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-01306,28-07-2026,Email,Career Services,Career Services,Networking/event question,Medium,1.4,21.8,Resolved,5,0,0,How can I schedule a career advising appointment?
GGU-SIM-01307,21-11-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Medium,10.4,29.6,Resolved,5,0,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-01308,22-06-2026,Web Chat,Academic Advising,Academic Advising,Degree plan clarification,Normal,7.6,23.4,Resolved,3,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-01309,22-03-2026,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Normal,3.2,37.3,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
